NAME,RACE,AGE,SEX,CRIME,METHOD,DAY,MONTH,YEAR,STATE
CIROFICI FRANK,White,27,M,Conspiracy to Murder,Electrocution,13,4,1914,NY
CITY WILLIE,Black,22,M,Rape,Electrocution,13,11,1959,FL
CIUCCI VINCENT,White,36,M,Murder,Electrocution,23,3,1962,IL
CLAGETT MICHAEL DAVID,White,39,M,Robbery - Murder,Electrocution,6,7,2000,VA
CLAIBE (EADS),Black,,M,Murder,Hanging,1,8,1863,KY
CLAIBORNE,Black,,M,Murder,Hanging,3,12,1856,MS
CLAIBORNE (CASEY),Black,,M,Murder,Hanging,,,1840,GA
CLAIBORNE (MASON),Black,,M,unknown,Hanging,21,4,1863,AL
CLAIBOURNE (CALLIES),Black,,M,Arson,Hanging,16,2,1798,VA
CLANTON EARL JR.,Black,33,M,Robbery - Murder,Electrocution,14,4,1988,VA
CLAPP LEVI,Black,,M,Rape,Hanging,5,12,1873,KY
CLARA (SHELTON),Black,,F,Murder,Hanging,4,10,1816,VA
CLARK ALBERT,White,28,M,Murder,Electrocution,22,6,1917,OH
CLARK ANDREW,Black,,M,Rape,Hanging,12,7,1872,NJ
CLARK BEN,Black,,M,Murder,Hanging,28,10,1904,NC
CLARK CHARLES,White,26,M,Murder,Hanging,2,9,1904,WA
CLARK CHARLES,White,43,M,Murder,Electrocution,25,3,1954,TX
CLARK CHARLES,unknown,,M,Murder,Hanging,23,5,1884,NY
CLARK DAVID MICHAEL,White,32,M,Murder,Injection,28,2,1992,TX
CLARK EARL,White,37,M,Murder,Hanging,23,9,1927,CA
CLARK F. C.,unknown,,M,Murder,Hanging,13,5,1881,NM
CLARK FRANK,Black,60,M,Murder,Electrocution,19,10,1934,OK
CLARK FRANK,Native Amer.,23,M,Rape,Hanging,25,11,1903,MO
CLARK GEORGE,unknown,36,M,Robbery - Murder,Hanging,26,2,1890,PA
CLARK GEORGE,White,,M,Piracy,Hanging,12,5,1820,SC
CLARK GEORGE,White,37,M,Murder,Hanging,21,10,1898,CA
CLARK GEORGE,Black,26,M,Rape,Electrocution,11,11,1927,GA
CLARK GUY,White,42,M,Murder,Hanging,3,2,1832,NY
CLARK HARRISON,Black,31,M,Robbery - Murder,Hanging,13,12,1907,NE
CLARK HERMAN,Black,48,M,Murder - Burglary,Injection,6,12,1994,TX
CLARK JACK,White,37,M,Rape - Murder,Injection,9,1,2001,TX
CLARK JAMES,White,43,M,Murder,Hanging,4,2,1921,CA
CLARK JAMES,White,,M,Murder,Hanging,9,2,1844,OH
CLARK JAMES,Black,21,M,Robbery - Murder,Electrocution,17,9,1942,NY
CLARK JAMES,Black,23,M,Murder - Burglary,Electrocution,14,8,1936,TN
CLARK JAMES DEAN,White,35,M,Robbery - Murder,Injection,14,4,1993,AZ
CLARK JAMES JR.,White,39,M,unknown,Injection,19,4,1996,DE
CLARK JOE,Black,,M,Murder,Hanging,5,6,1885,TN
CLARK JOHN,unknown,,M,Robbery - Murder,Hanging,19,11,1875,NY
CLARK JOHN,Black,26,M,Robbery - Murder,Hanging,7,1,1947,WA
CLARK JOHN,Black,44,M,Murder,Electrocution,20,3,1929,GA
CLARK JOHN,White,31,M,Robbery - Murder,Hanging,27,12,1883,MT
CLARK LEE,Black,30,M,Murder,Electrocution,19,10,1936,FL
CLARK MARCELLUS,White,19,M,Guerilla Activity ,Hanging,15,3,1865,KY
CLARK MILLER,White,44,M,Rape - Murder,Electrocution,14,1,1936,MA
CLARK MONROE,Black,,M,Murder,Hanging,31,12,1890,FL
CLARK PRESTON,White,39,M,Murder,Hanging,11,7,1930,WA
CLARK RAYMOND R.,White,49,M,Kidnapping - Murder,Electrocution,19,11,1990,FL
CLARK REUBEN,White,27,M,Conspiracy to Murder,Hanging,20,8,1852,KY
CLARK SARAH,unknown,,F,Murder,Hanging,30,10,1799,PA
CLARK TERRY,White,45,M,Murder,Injection,6,11,2001,NM
CLARK TURNER,White,19,M,Conspiracy to Murder,Hanging,,6,1852,KY
CLARK TYRUS,White,,M,Robbery - Murder,Electrocution,8,1,1926,AR
CLARK WILLIAM,White,19,M,Murder - Burglary,Electrocution,8,7,1926,OH
CLARK WILLIAM,Black,18,M,Rape,Electrocution,17,1,1941,AL
CLARK WILLIAM,White,,M,Murder,Hanging,24,9,1858,PA
CLARK WILLIS,Black,,M,Murder,Hanging,18,2,1910,IL
CLARK WOODROW,White,30,M,Murder,Hanging,5,2,1946,WA
CLARKE (MASSEY),Black,,M,unknown,Hanging,30,6,1837,AL
CLARKE CLAUDE,Black,48,M,Robbery - Murder,Electrocution,15,12,1928,IL
CLARKE JOSEPH,White,28,M,Murder,Hanging,11,2,1853,NY
CLARKE OSCAR,unknown,,M,unknown,Hanging,,,1871,TX
CLARKE STEPHEN,White,16,M,Arson,Hanging,10,5,1821,MA
CLARKE VIRGIL,Black,,M,Murder,Electrocution,17,6,1921,AR
CLARKSON JOHN,Black,,M,Murder,Hanging,,,1861,CA
CLARKWRIGHT JOHN,White,,M,Horse Stealing,Hanging,20,7,1770,NY
CLATTERBACK WILLIAM,White,34,M,Murder,Electrocution,16,6,1944,VA
CLAUSE (JARRATT),White,,M,Slave Revolt,Break on Wheel,11,4,1712,NY
CLAWSON ELMER,unknown,19,M,Murder,Hanging,12,5,1897,NJ
CLAXTON WILL,Black,,M,Murder,Hanging,9,2,1912,LA
CLAY ROBERT L.,White,28,M,Murder,Hanging,13,12,1912,GA
CLAY WILLIE,Black,16,M,Robbery - Murder,Electrocution,29,12,1941,FL
CLAYBAUGH HARRY,White,,M,Murder,Hanging,7,3,1912,PA
CLAYBORN LUTHER,Black,35,M,Murder,Electrocution,29,11,1929,VA
CLAYTON,Black,,M,Murder,Hanging,26,11,1836,TN
CLAYTON BUBBLES,Black,,M,Rape,Electrocution,30,6,1939,AR
CLAYTON JAMES,Black,33,M,Kidnapping - Murder,Injection,25,5,2000,TX
CLAYTON JOSEPH,unknown,,M,Murder,Hanging,,7,1834,TX
CLAYTON ROBERT,White,40,M,Murder,Injection,1,3,2001,OK
CLAYTON STARLING,White,,M,Aid Runaway Slave,Hanging,,,1859,SC
CLAYTON WILLIE,Black,23,M,Murder,Electrocution,5,1,1923,VA
CLEAR OTTO,Black,18,M,Robbery - Murder,Electrocution,12,9,1924,VA
CLEM (SEAT),Black,12,M,Murder,Hanging,11,5,1787,VA
CLEMENT (CABARET),Black,,M,Murder,Hanging,,2,1778,LA
CLEMENTS,unknown,,M,Piracy,Hanging,23,4,1852,VA
CLEMENTS EUGENE,Black,,M,Murder,Hanging,11,3,1902,PA
CLEMENTS MARSHALL,White,,M,Murder,Hanging,3,12,1885,CO
CLEMMER JAMES,White,38,M,Conspiracy  to Murder,Hanging,18,5,1899,PA
CLEMMONS ABEL,White,,M,Murder,Hanging,30,6,1806,WV
CLEMONS CHARLES,Black,40,M,Robbery - Murder,Electrocution,18,10,1940,MS
CLEVELAND ALTON,White,36,M,Murder,Electrocution,9,1,1919,NY
CLEVENGER ERNEST,unknown,,M,Murder,Hanging,15,6,1900,MO
CLICK FRANKLIN,White,30,M,Rape - Murder,Electrocution,30,12,1950,IN
CLIFFORD DANIEL,White,22,M,Robbery - Murder,Hanging,19,10,1860,IA
CLIFFORD EDWARD,unknown,,M,Murder,Hanging,8,5,1900,NJ
CLIFFORD EDWARD,White,25,M,Murder,Hanging,20,12,1907,IL
CLIFT ARNOLD,White,24,M,Robbery - Murder,Electrocution,16,7,1937,KY
CLIFTON DAVID,Black,35,M,Murder,Hanging,21,10,1921,CA
CLINE CLAUDE,White,,M,Robbery - Murder,Gas,26,7,1940,OR
CLINE JOHN,White,25,M,Murder,Electrocution,1,2,1939,OH
CLINE LONNIE,White,27,M,Murder,Electrocution,2,1,1948,TX
CLINES HOYT FRANKLIN,White,37,M,Robbery - Murder,Injection,3,8,1994,AR
CLINGHAM LEVI,Black,,M,Murder,Electrocution,1,12,1944,AR
CLISBY SAMUEL,unknown,,M,Robbery,Hanging,7,3,1822,MA
CLISBY WILLIE,Black,,M,unknown,Electrocution,28,4,1995,AL
CLOONAN DENNIS,White,,M,Murder,Hanging,6,4,1893,PA
CLORE EDMUND,White,,M,Murder,Hanging,,,1852,VA
CLOSE GILBERT,unknown,,M,Robbery,Hanging,7,3,1822,MA
CLOSE HENRY,White,62,M,Murder,Electrocution,17,4,1930,NJ
CLOUGH JAMES,White,29,M,Murder,Hanging,28,4,1854,MA
CLOUGH JOEL,White,28,M,Murder,Hanging,16,7,1833,NJ
CLUMM EDWARD,White,45,M,Murder,Hanging,15,4,1887,MO
CLUTTER WILLIAM,White,,M,Robbery - Murder,Hanging,8,6,1810,KY
CLUVERIUS THOMAS,White,,M,Murder,Hanging,14,1,1887,VA
CLYBURN JOHN,Black,,M,Robbery - Murder,Electrocution,25,5,1928,NC
CLYBURN WILLIAM,Black,,M,Murder,Hanging,1,8,1890,SC
CLYDE OSCAR,Black,26,M,Murder,Hanging,4,12,1912,GA
COACH HENRY,Black,33,M,Robbery,Electrocution,21,8,1914,VA
COACHMAN CYRUS,Black,,M,Robbery - Murder,Hanging,18,6,1869,SC
COACHMAN J. C.,Black,,M,Rape,Electrocution,6,5,1925,FL
COATES CHARLES,White,29,M,Murder,Electrocution,12,3,1943,GA
COATES JOE,unknown,,M,Murder,Gas,10,1,1941,CO
COATES ROBERT,Black,36,M,Murder,Electrocution,21,2,1928,GA
COATES RUFUS,White,20,M,Murder,Hanging,8,11,1918,TX
COATS HENRY,White,,M,Murder,Hanging,26,1,1912,AR
COBB CURTIS,Black,22,M,Rape,Electrocution,19,8,1938,AL
COBB JOHN JR,White,,M,Murder,Hanging,8,7,1859,GA
COBB PHILLIP,Black,24,M,Murder,Electrocution,11,3,1949,AL
COBB R. W.,White,23,M,Robbery - Murder,Electrocution,6,3,1914,NC
COBBS JIM,Black,46,M,Murder,Electrocution,8,12,1961,VA
COBRIDGE JOHN,White,,M,Murder,Hanging,23,11,1739,VA
COBURN JAMES,White,38,M,Robbery,Electrocution,4,9,1964,AL
COCHRAN BOB,Black,,M,Robbery - Murder,Hanging,9,3,1883,AL
COCHRAN FLOYD,Black,37,M,Rape - Murder,Gas,26,9,1947,MO
COCHRAN FREEMAN,White,,M,Murder,Hanging,7,6,1899,MO
COCHRANE ROLAND,White,28,M,Robbery - Murder,Gas,2,10,1936,AZ
COCHRANE WILLIAM,White,37,M,Rape - Murder,Electrocution,13,4,1956,GA
COCKCROFT WILLIAM,White,,M,Murder,Shot,21,9,1861,UT
COCKE ASHLEY,White,,M,Murder,Hanging,22,7,1902,MS
COCKRELL ROY,White,42,M,Murder,Gas,25,3,1949,NC
COCKRUM JOHNNY,White,38,M,Robbery - Murder,Injection,30,9,1997,TX
COCO,Black,,M,Slave Revolt,Hanging,17,5,1819,GA
CODY AMANDA,Black,,F,Murder,Hanging,22,11,1895,GA
CODY ARCHIE,White,44,M,Murder,Hanging,16,4,1926,OR
COE ROBERT GLEN,White,44,M,Rape - Murder,Injection,19,4,2000,TN
COEFIELD WILLIAM,White,23,M,Robbery - Murder,Gas,21,3,1952,CA
COEN PERRY,White,27,M,Murder,Hanging,22,3,1929,CA
COEY LEONARD,White,56,M,Murder,Gas,22,5,1957,AZ
COFFEY JOHN,White,21,M,Robbery - Murder,Hanging,16,10,1885,IN
COFFIN EDWARD,White,22,M,Murder,Electrocution,9,10,1934,IN
COGGIN HERMAN,White,29,M,Rape,Electrocution,10,11,1927,TN
COGGLESHELL TED,White,21,M,Murder,Electrocution,25,3,1926,GA
COHEN ABE,Black,,M,Murder,Hanging,10,7,1903,GA
COHEN JACOB,White,28,M,Murder,Electrocution,19,12,1918,NY
COHEN MORRIS,White,38,M,Attempted Rape,Electrocution,13,10,1933,IL
COLASTE PONCIANO,Asian - Pacific Is,26,M,Murder,Hanging,15,10,1915,HI
COLBERT NELSON,Black,,M,Murder,Hanging,17,5,1889,DC
COLBY CHARLES,White,40,M,Murder,Hanging,5,3,1880,CA
COLE ALLISON,White,21,M,Murder,Electrocution,20,12,1920,NE
COLE CARL,Black,19,M,Murder - Burglary,Electrocution,24,7,1941,TN
COLE CARROLL,White,47,M,Rape - Murder,Injection,6,12,1985,NV
COLE GEORGE,Black,24,M,Robbery - Murder,Electrocution,28,9,1948,NJ
COLE GRADY,Black,28,M,Murder,Gas,8,1,1943,AZ
COLE JIM,Black,,M,Murder,Hanging,24,3,1889,ND
COLE JOHN,Black,,M,Murder,Electrocution,22,8,1912,SC
COLE MARY,White,,F,Murder,Hanging,26,6,1812,NJ
COLE PAUL,White,33,M,Murder,Electrocution,10,7,1931,OK
COLE SAMUEL,unknown,,M,Piracy,Hanging,,,1726,MA
COLE STANLEY,White,35,M,Robbery - Murder,Electrocution,10,7,1941,NY
COLE THOMAS,Black,22,M,Rape,Electrocution,4,6,1915,VA
COLE THOMAS,unknown,,M,Murder,Hanging,20,2,1890,PA
COLE THOMAS,unknown,,M,Murder,Hanging,26,4,1901,KY
COLE WILLIAM,White,,M,Robbery,Hanging,29,7,1789,PA
COLE WILLIAM,unknown,30,M,Rape - Murder,Electrocution,14,5,1956,PA
COLEMAN ALTON,Black,46,M,Kidnapping - Murder - Robbery,Injection,26,4,2002,OH
COLEMAN ARMISTEAD,Black,,M,Murder,Hanging,4,8,1882,MS
COLEMAN CALVIN,Black,,M,Murder,Hanging,26,7,1907,AL
COLEMAN CHARLES,Black,,M,Rape - Murder,Hanging,1,3,1906,LA
COLEMAN CHARLES,Black,,M,Murder,Hanging,28,3,1907,MS
COLEMAN CHARLES T.,White,43,M,Murder,Injection,10,9,1990,OK
COLEMAN CLYDELL,Black,62,M,Murder - Burglary,Injection,5,5,1999,TX
COLEMAN EDWARD,Black,,M,Murder,Hanging,12,1,1839,NY
COLEMAN FRANK,Black,,M,Murder,Hanging,15,6,1894,GA
COLEMAN FREEMAN,Black,,M,Murder,Hanging,3,10,1924,LA
COLEMAN GILBERT,Black,26,M,Murder,Electrocution,9,5,1910,NY
COLEMAN JAMES,Black,,M,Rape - Murder,Hanging,9,5,1884,SC
COLEMAN JAMES,Black,18,M,Murder,Electrocution,5,7,1928,OH
COLEMAN JEFF,Black,,M,Murder,Electrocution,16,12,1927,AL
COLEMAN JOE,White,,M,Murder,Hanging,25,5,1847,KY
COLEMAN JOHN,Black,40,M,Murder,Hanging,4,5,1894,MO
COLEMAN JOHN,White,43,M,Murder,Gas,13,8,1943,CA
COLEMAN JOHN,Black,,M,Rape,Electrocution,18,7,1948,TX
COLEMAN LEANDER,Black,22,M,Murder,Hanging,25,5,1883,LA
COLEMAN LEE,White,,M,Murder,Hanging,3,1,1908,LA
COLEMAN PHILLIP JR.,Black,24,M,Robbery - Murder,Hanging,10,9,1943,MT
COLEMAN RAY,White,,M,Robbery - Murder,Electrocution,24,6,1930,SC
COLEMAN ROGER KEITH,White,33,M,Rape - Murder,Electrocution,20,5,1992,VA
COLEMAN THOMAS,Black,,M,Murder,Hanging,16,12,1881,CO
COLES SAMUEL,Black,,M,Murder,Electrocution,21,11,1920,PA
COLES WAVERLY,Black,20,M,Murder,Electrocution,25,11,1910,VA
COLEY CALVIN,White,22,M,Robbery - Murder,Hanging,13,7,1894,NC
COLEY TOM,White,27,M,Robbery - Murder,Hanging,13,7,1894,NC
COLIN (JOHNS),Black,,M,Poisoning,Hanging,9,11,1860,VA
COLLETT JAMES,White,61,M,Murder,Electrocution,20,4,1945,OH
COLLICK ARTHUR,Black,27,M,Murder,Hanging,13,9,1940,MD
COLLIER DICK,White,,M,Robbery - Murder,Hanging,16,12,1898,IL
COLLIER FRANK,Black,,M,Murder,Hanging,22,8,1913,GA
COLLIER JAMES,White,56,M,Murder,Injection,11,12,2002,TX
COLLIER JOHN,Black,,M,Rape - Murder,Hanging,16,6,1905,AL
COLLIER ROBERT,Black,34,M,Murder,Electrocution,16,10,1914,IN
COLLIHAN JAMES,Black,,M,Murder,Hanging,4,10,1904,PA
COLLINET THOMAS,Black,,M,Piracy,Hanging,1,7,1831,MA
COLLINS ALFRED,Black,36,M,Murder - Rape - Robbery,Electrocution,16,8,1949,NJ
COLLINS ANTHONY,Black,,M,Murder,Hanging,16,5,1879,GA
COLLINS ARTHUR,unknown,22,M,Murder,Hanging,29,10,1920,CA
COLLINS BENNIE,Black,54,M,Murder,Electrocution,19,12,1958,OH
COLLINS CLARENCE,White,22,M,Robbery - Murder,Electrocution,25,4,1921,PA
COLLINS FRED,Black,37,M,Rape - Murder,Electrocution,16,5,1932,PA
COLLINS FREEMAN,Black,,M,Murder,Hanging,10,1,1896,AL
COLLINS GEORGE,Black,19,M,Rape,Hanging,22,3,1878,DE
COLLINS GEORGE,White,,M,Murder,Hanging,26,3,1904,MO
COLLINS HARVEY,White,32,M,Robbery - Murder,Hanging,3,12,1957,WA
COLLINS JIM,Black,19,M,Murder,Electrocution,5,6,1925,NC
COLLINS JIM,Black,,M,Rape - Robbery,Electrocution,12,11,1931,FL
COLLINS JOHN,White,,M,Murder,Hanging,21,4,1854,IL
COLLINS JOHN,White,,M,Robbery - Murder,Hanging,1,2,1884,CA
COLLINS JOHN,Black,23,M,Murder,Electrocution,12,8,1912,NY
COLLINS JOHN,White,26,M,Robbery - Murder,Electrocution,9,7,1936,NY
COLLINS JOHN B.,unknown,,M,Murder,Hanging,,7,1794,MA
COLLINS MELVIN,White,21,M,Murder,Electrocution,12,7,1919,KY
COLLINS MINNIE,Black,20,M,Attempted Rape,Electrocution,31,10,1913,VA
COLLINS MONROE,Black,,M,Attempted Rape,Electrocution,15,5,1916,SC
COLLINS NOAH,Black,29,M,Robbery - Murder,Electrocution,9,11,1945,GA
COLLINS PATRICK,White,36,M,Murder,Hanging,7,6,1895,CA
COLLINS RICHARD,White,22,M,Murder,Hanging,11,10,1946,WV
COLLINS ROOSEVELT,Black,31,M,Rape,Electrocution,11,6,1937,AL
COLLINS SAM,Black,,M,Murder,Hanging,19,5,1905,TX
COLLINS SAMUEL,White,,M,Murder,Hanging,28,8,1885,MO
COLMAN DON,Black,18,M,Robbery - Murder,Electrocution,19,3,1957,GA
COLON LORENZO,Hispanic,,M,Murder,Hanging,28,6,1906,HI
COLSON MATTHEW,White,,M,Murder,Hanging,18,11,1825,GA
COLSON ROBERT,Black,25,M,Rape,Electrocution,1,10,1956,FL
COLTON ROBERT,Black,,M,Murder,Hanging,4,9,1906,OK
COMBES DAVID,White,32,M,Murder,Gas,18,10,1961,CA
COMBS CORNELIUS,Black,,M,Murder,Hanging,6,9,1906,PA
COMBS FELIX,Black,23,M,Rape - Robbery,Electrocution,24,1,1949,FL
COMBS ISAAC,Native Amer.,39,M,Murder,Hanging,21,12,1786,MA
COMBS LESLIE,White,20,M,Robbery - Murder,Electrocution,16,2,1909,NY
COMBS MCCOY,White,20,M,Robbery - Murder,Electrocution,15,1,1943,KY
COMEGYS FRISBIE,Black,,M,Murder,Hanging,13,1,1893,MD
COMELY JOHN,White,,M,Murder,Hanging,,,1856,KY
COMERY OSCAR,White,34,M,Murder,Hanging,18,2,1916,NH
COMFORT HEPPY,Native Amer.,,M,unknown,Hanging,,,1739,MA
COMMELL THOMAS,Black,30,M,Robbery - Murder,Hanging,24,6,1902,PA
COMPO EUGENE,White,22,M,Robbery - Murder,Electrocution,8,6,1932,NJ
COMPTON BOUDINOT,White,,M,Murder,Hanging,30,6,1891,AR
COMPTON J. B.,White,,M,Robbery - Murder,Hanging,15,3,1912,TX
COMSTOCK DAVID,unknown,,M,Murder,Hanging,,5,1791,RI
CONA VINCENZO,White,22,M,Robbery - Murder,Electrocution,12,8,1912,NY
CONAWAY ROBERT,White,,M,Unspecified Felony ,Hanging,5,11,1783,MD
CONDIDO SALVATORE,White,27,M,Murder,Electrocution,6,5,1912,NY
CONDIT DON,White,26,M,Robbery - Murder,Shot,30,7,1942,UT
CONDOR THOMAS,White,45,M,Murder,Hanging,16,7,1889,TN
CONE HOWARD,White,24,M,Murder,Electrocution,11,3,1942,GA
CONE JOHN,Black,28,M,Rape,Hanging,6,7,1883,TX
CONELM JIM,Black,14,M,Murder,Hanging,3,2,1888,LA
CONKLIN PATRICK,White,31,M,Murder,Electrocution,8,9,1903,NY
CONKLING HORACE,White,,M,Arson,Hanging,21,11,1851,NY
CONLEY ARCHIE,Native Amer.,,M,Murder,Hanging,8,7,1902,NC
CONLEY JOHN,White,,M,Murder,Hanging,26,2,1906,NM
CONN JOHN,White,,M,Treason,Hanging,,,1862,TX
CONNALLY JEREMIAH,White,19,M,Murder,Hanging,21,6,1878,IL
CONNELLY JOHN,White,38,M,Murder,Hanging,24,7,1925,CA
CONNER BRYAN,White,,M,Murder,Hanging,18,11,1737,VA
CONNER CATHARINE,White,,F,Housebreaking - Burglary ,Hanging,2,7,1737,PA
CONNER FRANK,Black,22,M,Robbery - Murder,Gas,22,9,1939,AZ
CONNER GEORGE,Black,,M,Murder,Hanging,18,3,1881,MS
CONNER HARLEY,White,59,M,Murder,Electrocution,1,6,1959,FL
CONNER HESS,Black,22,M,Robbery - Murder,Hanging,16,1,1925,IL
CONNER MOSE,Black,,M,Murder,Hanging,21,7,1933,LA
CONNER PETER,unknown,,M,Robbery,Hanging,,,1795,NY
CONNER RALPH,Black,,M,Murder,Electrocution,20,9,1920,NC
CONNER ROBERT,Black,,M,Robbery - Murder,Gas,13,7,1956,NC
CONNER S.,Black,,M,Murder,Hanging,27,9,1907,MS
CONNERLY HUGH,Black,,M,Murder,Hanging,25,11,1910,LA
CONNIZZARO PHILIP,White,26,M,Murder,Hanging,4,1,1924,WV
CONNOLLY ANN,White,,F,Robbery - Murder,Hanging,,,1788,SC
CONNOR JOHN,unknown,,M,Robbery,Hanging,1,11,1783,PA
CONNOR THOMAS,White,19,M,Murder,Hanging,5,8,1853,MD
CONNORS JAMES,White,,M,Murder,Hanging,16,12,1904,ID
CONOWAY CHARLES,unknown,,M,Sodomy-Buggery-Bestiality  ,Hanging,,,1757,NJ
CONROY FRANK,unknown,43,M,Murder,Electrocution,10,8,1897,NY
CONROY JOHN,unknown,,M,Murder,Hanging,25,2,1904,PA
CONROY THOMAS,White,39,M,Rape - Murder,Electrocution,29,1,1942,NY
CONSENTINO DAMIANO,White,39,M,Murder,Electrocution,4,6,1936,NY
CONSTANTINO GUISEPPE,White,31,M,Murder,Electrocution,22,6,1897,NY
CONSTANZO JOSEPH,White,27,M,Robbery - Murder,Hanging,15,4,1921,IL
CONSULI NICOLO,White,,M,Murder,Electrocution,28,5,1912,NY
CONVERSE ABIGAIL,unknown,,F,Murder,Hanging,6,7,1788,MA
CONWAY THOMAS,White,32,M,Murder,Electrocution,9,4,1918,NJ
CONYEARS SOL,Black,,M,Murder,Hanging,12,8,1887,SC
COO EVA,White,40,F,Murder,Electrocution,27,6,1935,NY
COOK (COMFORT),Black,,M,Slave Revolt,Burned,9,6,1741,NY
COOK ANTHONY,White,34,M,Kidnapping - Murder - Robbery,Injection,10,11,1993,TX
COOK CHARLES,unknown,29,M,Rape - Murder,Hanging,18,12,1840,NY
COOK DEWITT,White,21,M,Rape - Murder,Gas,31,1,1941,CA
COOK FRANK,Black,23,M,Murder,Hanging,30,6,1899,AL
COOK GEORGE,White,,M,Murder,Hanging,12,12,1884,WY
COOK HOWARD,Black,33,M,Rape,Gas,19,12,1961,MS
COOK JAMES,White,,M,Murder,Hanging,7,2,1879,OR
COOK JESSE,White,,M,Murder,Hanging,10,3,1911,WV
COOK JESSE,Black,,M,Murder,Hanging,17,9,1886,GA
COOK JOHN,White,29,M,Treason,Hanging,16,12,1859,WV
COOK JOSEPH,Black,,M,Murder,Electrocution,20,5,1949,LA
COOK MATTHEW,Black,,M,Murder,Electrocution,20,5,1949,LA
COOK MOSES,White,,M,Murder,Hanging,9,11,1910,TN
COOK OSCAR,White,,M,Murder,Hanging,26,2,1916,CO
COOK ROBERT,Black,,M,Robbery - Murder,Hanging,17,11,1911,TN
COOK SAMUEL,unknown,,M,Forgery,Hanging,,,1791,NY
COOK TOBE,Black,37,M,Rape - Murder,Hanging,10,6,1892,TX
COOK TOM,Black,34,M,Rape,Electrocution,19,12,1933,TX
COOK WALTER,Black,,M,Murder,Hanging,1,4,1892,GA
COOK WILLIAM,White,23,M,Murder,Gas,12,12,1952,CA
COOKE GORDON,Black,19,M,Murder,Electrocution,23,6,1944,NY
COOKE SAM,Black,,M,Murder,Hanging,17,1,1879,AL
COOKS CORNEL,Black,43,M,Murder - Rape - Robbery,Injection,2,12,1999,OK
COOKS VINCENT,Black,37,M,Murder,Injection,12,12,2001,TX
COOKSEY A B,Black,23,M,Murder,Electrocution,29,4,1932,KY
COOLEY CLARENCE,Black,21,M,Robbery - Murder,Hanging,18,10,1916,TX
COOMBS ARTHUR,Black,30,M,Rape,Electrocution,12,11,1936,GA
COON HARRY,White,23,M,Rape - Murder,Electrocution,17,11,1930,PA
COON HIRAM,White,51,M,Murder,Hanging,22,3,1867,NY
COON JOHN JR,Native Amer.,,M,Murder,Shot,18,1,1853,KS
COON YOU,Asian - Pacific Is,,M,Robbery - Murder,Hanging,16,4,1858,CA
COOPER ALFRED,Black,25,M,Murder,Hanging,11,7,1890,AL
COOPER CALMAN,White,47,M,Robbery - Murder,Electrocution,9,7,1955,NY
COOPER CHARLIE,Black,,M,Murder,Electrocution,19,11,1920,AR
COOPER CLEVE,Black,38,M,Murder,Hanging,8,2,1935,LA
COOPER EUGENE,unknown,,M,Murder,Electrocution,10,12,1948,MS
COOPER HORACE,Black,,M,Murder,Hanging,21,6,1895,MD
COOPER ISAAC,Black,39,M,Murder,Electrocution,6,3,1925,VA
COOPER JACK,White,28,M,Robbery - Murder,Hanging,27,4,1866,OH
COOPER JAMES,Black,,M,Murder,Hanging,30,4,1875,TX
COOPER JIM,Black,,M,Murder,Hanging,14,5,1875,GA
COOPER JIM,Black,,M,Murder,Electrocution,11,2,1916,NC
COOPER JOHN,Black,,M,Murder,Hanging,25,4,1871,OH
COOPER JOHN,Black,42,M,Murder,Electrocution,30,9,1921,OH
COOPER JOHN,Black,43,M,Robbery - Murder,Electrocution,27,8,1926,SC
COOPER LUTHER,White,24,M,Murder,Electrocution,12,2,1943,MS
COOPER PAUL,Black,48,M,Murder,Electrocution,21,9,1956,GA
COOPER PORTER,Black,,M,Murder,Hanging,15,5,1908,GA
COOPER RICHARD,Black,37,M,Rape - Murder,Gas,8,7,1960,CA
COOPER THEODORE,Black,,M,Murder,Electrocution,27,4,1934,NC
COOVERT SAMUEL,White,,M,Robbery - Murder,Hanging,24,8,1866,OH
COPELAND A. J.,White,,M,Murder,Shot,29,7,1864,AR
COPELAND BOOKER,Black,,M,Murder,Electrocution,29,7,1932,SC
COPELAND CHARLIE JR,Black,24,M,Rape,Electrocution,28,4,1956,FL
COPELAND FRAZIER,Black,,M,Robbery - Murder,Hanging,27,4,1883,SC
COPELAND GEORGE,Black,,M,Rape - Murder,Hanging,,10,1873,GA
COPELAND HERBERT,Black,50,M,Murder,Hanging,22,1,1925,DC
COPELAND JAMES,White,,M,Conspiracy to Murder,Hanging,30,10,1857,MS
COPELAND JOHN,Black,25,M,Treason,Hanging,16,12,1859,WV
COPELAND WILLIAM,Black,38,M,Murder,Electrocution,20,12,1946,DC
COPENHAVER ORA,White,26,M,Murder,Hanging,12,6,1903,IN
COPPER WILLIAM,Black,20,M,Rape,Hanging,27,6,1947,MD
COPPOC EDWIN,White,24,M,Treason,Hanging,16,12,1859,WV
COPPOLA FRANK,White,38,M,Robbery - Murder,Electrocution,10,8,1982,VA
CORA JESSE,Black,,M,Murder,Hanging,17,6,1910,GA
CORBELLINI ALFRED,White,21,M,Murder,Electrocution,15,7,1932,NY
CORBETT JAMES,Black,22,M,Murder,Electrocution,2,10,1916,VA
CORBETT JERRY,White,,M,Murder,Hanging,15,12,1865,IL
