NAME,RACE,AGE,SEX,CRIME,METHOD,DAY,MONTH,YEAR,STATE
QUINN ALBERT,Black,25,M,Murder,Electrocution,20,1,1928,GA
QUINN EARL,White,29,M,Rape - Murder,Electrocution,24,11,1933,OK
QUINN GEORGE,unknown,,M,Murder,Hanging,28,1,1916,CO
QUINN JAMES,White,61,M,Murder,Hanging,9,2,1827,PA
QUINN JAMES,unknown,,M,Murder,Hanging,21,4,1854,PA
QUINN REUBEN,Black,48,M,Murder,Hanging,20,12,1901,KY
QUINN RICHARD,White,32,M,Murder,Hanging,13,5,1910,WA
QUINTOS HENDRICK,White,,M,Piracy,Hanging,15,11,1717,MA
QUIRIN RICHARD,White,34,M,Espionage,Electrocution,8,8,1942,DC
QUIROZ DAMASCO,Hispanic,31,M,Murder,Hanging,28,2,1919,CA
QUIROZ DOLORES,Hispanic,,M,Murder,Electrocution,29,10,1943,TX
QUIROZ FRANCISCO,Hispanic,,M,Murder,Hanging,5,1,1854,TX
QUIT-IT-TUMPS,Native Amer.,,M,Murder,Hanging,10,1,1879,OR
QUONG SHICK,Asian - Pacific Is,41,M,Murder,Hanging,9,2,1934,CA
RABASVOTCH ANTHONY,White,34,M,Murder,Electrocution,1,3,1923,NY
RABER SAMUEL,White,27,M,Robbery - Murder,Hanging,15,3,1915,CA
RABON ABRAM,White,,M,Murder,Hanging,,,1851,SC
RACCO ROCCO,White,,M,Murder,Hanging,26,10,1909,PA
RADFORD JACK,White,,M,Murder,Hanging,12,10,1883,OH
RADO JOSEPH,White,27,M,Robbery - Murder,Electrocution,22,7,1930,NJ
RADSIUS FELIX,White,,M,Murder,Hanging,26,5,1908,PA
RAFFA LUIGI,White,36,M,Murder,Electrocution,22,7,1932,NY
RAFFERTY CHRIS,White,25,M,Murder,Hanging,27,2,1874,IL
RAGLAND JOHN,Black,,M,Murder,Hanging,21,8,1914,AL
RAGLAND JUDGE,Black,34,M,Robbery - Murder,Electrocution,3,5,1940,AL
RAGLAND OTIS,Black,,M,Rape,Gas,14,3,1947,NC
RAINEY WILLIAM,Black,,M,Murder,Hanging,8,11,1878,NC
RAISINGER FRANK,White,,M,Murder,Hanging,15,2,1905,NJ
RALLS BLANTON,Black,19,M,Murder,Electrocution,13,11,1931,OH
RALLS WALTER,Black,31,M,Murder,Electrocution,13,11,1931,OH
RALPH (KYLE),Black,,M,Murder,Hanging,20,8,1814,VA
RALPH (LEFTWICH),Black,,M,Murder,Hanging,15,11,1822,VA
RALPH (SPENCER),Black,,M,Murder,Hanging,17,9,1858,AL
RALPH (STROTHER),Black,,M,Poisoning,Hanging,20,7,1798,VA
RALPH EDWARD,White,32,M,Rape - Murder,Electrocution,4,10,1943,OH
RAMAGE JOSIAH,White,,M,Murder,Hanging,3,5,1786,PA
RAMDASS BOBBY LEE,Black,28,M,Robbery - Murder,Injection,10,10,2000,VA
RAMIREZ JOSE,Hispanic,,M,Murder,Hanging,2,12,1887,CA
RAMOS AUGUSTIN,Asian - Pacific Is,32,M,Murder,Hanging,16,8,1935,CA
RAMSEY HENRY,Black,,M,Murder,Hanging,26,5,1893,GA
RAMSEY ROY JR.,Black,29,M,Murder,Injection,14,4,1999,MO
RAMSEY VAN,Black,36,M,Robbery - Murder,Gas,9,1,1947,MO
RAMUNNO DOMINIC,White,,M,Murder,Hanging,5,5,1908,PA
RANDAL,Black,,M,Murder,Hanging,4,5,1827,TN
RANDALL BENNIE,Black,26,M,Rape,Electrocution,7,5,1939,TX
RANDALL PAT,Black,,M,Murder,Electrocution,20,5,1933,GA
RANDAZZIO SALVATORE,White,22,M,Robbery - Murder,Electrocution,16,3,1909,NY
RANDOLPH,Black,,M,Murder,Hanging,27,10,1832,KY
RANDOLPH (BERKELEY),Black,,M,Murder,Hanging,10,7,1818,VA
RANDOLPH (THORNLEY),Black,,M,Murder,Hanging,13,7,1838,VA
RANDOLPH HARRISON,White,24,M,Murder,Hanging,8,2,1929,CA
RANDOLPH WILLIE,Black,34,M,Robbery - Murder,Electrocution,5,7,1938,FL
RANFORD JOHN,Black,40,M,Robbery - Murder,Electrocution,25,5,1944,NY
RANGEL JOSE,Hispanic,,M,Murder,Hanging,30,6,1916,NM
RANKIN MURRAY,Black,,M,Rape,Hanging,22,1,1926,AL
RANSBOTTOM JESSE,White,,M,Murder,Hanging,25,1,1850,OH
RANSOM JAMES,White,,M,Murder,Hanging,7,1,1832,NY
RANSOM JOHN,Black,,M,Robbery - Murder,Hanging,3,4,1903,TX
RANSOM JOHN,Black,47,M,Murder,Gas,5,1,1945,AZ
RANSOM KENNETH RAY,Black,34,M,Murder,Injection,28,10,1997,TX
RANSON ERNEST,White,,M,Murder,Hanging,3,4,1957,KS
RANSON MACK,Black,34,M,Murder,Electrocution,27,10,1941,FL
RAPITO LUIGI,White,34,M,Murder,Electrocution,29,1,1926,NY
RAPPAPORT JOSEPH,White,31,M,Murder,Electrocution,2,3,1937,IL
RASCO HEZEKIAH,White,32,M,Murder,Hanging,26,3,1912,MO
RASCON FRANK,White,26,M,Murder,Gas,10,7,1936,AZ
RASH CHARLES,Black,,M,Murder,Hanging,25,4,1879,AL
RASH DANIEL,White,27,M,Murder,Hanging,29,9,1826,NC
RASICO HARRY,White,35,M,Murder,Electrocution,20,2,1914,IN
RATCLIFF  WELDON,Black,25,M,Murder,Electrocution,,5,1947,MS
RATCLIFF AMOS,White,24,M,Murder,Electrocution,14,10,1921,AR
RATCLIFF BENJAMIN,White,,M,Murder,Hanging,7,2,1896,CO
RATCLIFFE BALLARD,White,41,M,Robbery - Murder,Electrocution,13,6,1930,KY
RATHER JOE,Black,,M,Murder,Hanging,28,12,1888,TX
RATHIE JOHN,White,,M,Murder,Hanging,7,7,1922,OR
RATIER JACK,Black,,M,Murder,Hanging,5,3,1909,LA
RAUEN SAMEUL,White,25,M,Murder,Hanging,14,2,1913,DC
RAULERSON JAMES,White,34,M,Murder,Electrocution,30,1,1985,FL
RAULERSON WILLIAM,White,49,M,Murder,Electrocution,15,7,1957,FL
RAULT STERLING,White,35,M,Rape - Murder,Electrocution,24,8,1987,LA
RAVENAL WILLIAM,Black,51,M,Rape,Hanging,5,5,1922,GA
RAWLINGS JAMES,White,46,M,Rape - Murder,Gas,19,2,1943,AZ
RAWLINS J. C.,White,52,M,Murder,Hanging,4,12,1906,GA
RAY,White,,M,Forgery,Hanging,6,3,1840,SC
RAY AARON,Black,,M,Murder - Burglary,Hanging,10,2,1928,LA
RAY CLAUDE,White,25,M,Murder,Hanging,30,1,1931,CO
RAY LARKIN,Black,,M,Murder,Hanging,5,9,1856,KY
RAY WILLIAM,White,34,M,Rape,Electrocution,9,6,1950,TX
RAY WILLIAM,Black,18,M,Rape - Murder,Electrocution,5,8,1920,IN
RAYFILD ALFRED,Black,35,M,Murder,Electrocution,17,11,1950,VA
RAYMOND C.,White,49,M,Murder,Hanging,8,4,1898,CA
RAYMOND EDWARD,White,,M,Murder,Hanging,27,6,1907,MO
RAYMOND NEWMAN,White,21,M,Murder,Electrocution,9,1,1936,NY
RAYSON MARVIN,Black,28,M,Robbery - Murder,Electrocution,17,7,1954,TX
RAZMUS MARTIN,unknown,,M,Robbery - Murder,Hanging,4,5,1905,PA
RDA-IN-YAU-KA,Native Amer.,,M,Kidnapping,Hanging,26,12,1862,MN
REA W. W.,White,,M,Murder,Hanging,19,5,1882,TN
READ JAMES,White,,M,Aid Runaway Slave,Hanging,9,2,1838,SC
READ WILLIAM,White,25,M,Robbery - Murder,Hanging,5,11,1937,WV
READ WILMOT,White,,F,Witchcraft,Hanging,22,9,1692,MA
READE JOSEPH,White,27,M,Rape - Murder,Electrocution,30,8,1956,NY
REAGIN JOSEPH,White,22,M,Murder,Hanging,9,2,1923,MT
REAL JOHN,White,30,M,Murder,Hanging,5,8,1870,NY
REASOR JOHN,White,,M,Murder,Hanging,23,11,1778,VA
REBACCI PIETRO,White,19,M,Conspiracy to Murder,Electrocution,22,6,1914,NY
REBECCA (COLTER),Black,,F,Murder,Hanging,,5,1825,WV
RECIO,Black,,M,Murder,Hanging,13,6,1884,FL
RECTOR CHARLES,Black,44,M,Kidnapping - Murder - Robbery,Injection,26,3,1999,TX
RECTOR EDWARD,Black,,M,Murder,Hanging,4,1,1884,LA
RECTOR IRA,Black,,M,Robbery - Murder,Electrocution,2,4,1935,TX
RECTOR RICKY RAY,Black,40,M,Murder,Injection,24,1,1992,AR
RED DOG JAMES ALLEN,Native Amer.,38,M,unknown,Injection,3,3,1993,DE
RED WING EDWARD,Native Amer.,,M,Rape - Murder,Electrocution,30,11,1931,TX
REDD JOHN,Black,27,M,Murder,Hanging,15,12,1882,AL
REDDEN JAMES,Black,21,M,Rape,Hanging,25,8,1882,DE
REDDEN SAMUEL,Black,,M,Murder,Hanging,15,9,1882,IL
REDDICK HERBERT,Black,17,M,Robbery - Murder,Electrocution,30,6,1947,GA
REDDING DAVID,White,,M,Treason,Hanging,11,6,1778,VT
REDDING GEORGE JR,White,21,M,Robbery - Murder,Hanging,1,11,1912,CT
REDDING GROVER,Black,,M,Murder,Hanging,24,6,1921,IL
REDDING MARSHALL,Black,40,M,Murder,Electrocution,18,1,1929,GA
REDDING WILL,Black,26,M,Murder,Hanging,20,12,1901,AL
REDEMEIER HENRY,White,,M,Murder,Hanging,23,4,1880,MO
REDFERN JOHN,Black,40,M,Murder,Gas,26,11,1943,NC
REDFIELD,unknown,,M,Murder,Hanging,3,9,1883,AZ
REDMON IRA,unknown,,M,Murder,Electrocution,23,10,1939,PA
REED ANDREW,Black,,M,Murder,Hanging,5,7,1912,AR
REED BOOKER,Black,,M,Robbery - Murder,Electrocution,28,10,1952,TX
REED CLARENCE,Black,32,M,Robbery - Murder,Electrocution,8,9,1955,NY
REED DIAMOND,Black,34,M,Rape - Murder,Gas,17,4,1953,CA
REED EDMOND,Black,26,M,Murder,Electrocution,19,7,1943,GA
REED ELIZABETH,White,40,F,Murder,Hanging,23,5,1845,IL
REED JAMES,Black,22,M,Murder,Hanging,30,3,1899,MO
REED JAMES,Black,28,M,Rape,Electrocution,14,1,1946,FL
REED JOHN,unknown,42,M,Robbery - Murder,Gas,26,9,1941,CA
REED JOHN,Black,,M,Robbery - Murder,Electrocution,15,1,1932,IL
REED JOHN,Black,,M,Murder,Hanging,27,12,1904,GA
REED MARTIN,Black,65,M,Murder,Hanging,5,1,1894,MO
REED OSCAR,Black,26,M,Rape,Electrocution,28,4,1944,GA
REED RALPH,White,27,M,Robbery - Murder,Electrocution,4,5,1949,OH
REED REUBEN,Black,,M,Murder,Hanging,21,7,1905,FL
REED THOMAS,Black,45,M,Murder,Electrocution,4,6,1954,KY
REED WALTER,Black,55,M,Murder,Electrocution,18,7,1941,TN
REED WILLIAM,White,,M,Housebreaking - Burglary,Hanging,,,1772,NJ
REED WILLIAM,White,43,M,Murder,Hanging,30,4,1912,PA
REED WILLIAM,Black,,M,Attempted Rape,Electrocution,6,8,1912,SC
REEDY DANIEL,White,21,M,Rape,Electrocution,16,3,1945,AL
REEH GEORGE,White,31,M,Robbery - Murder,Electrocution,12,1,1950,NY
REESE AMOS,Black,31,M,Rape,Electrocution,4,1,1957,GA
REESE ARLIN,White,46,M,Murder,Electrocution,24,8,1941,TX
REESE DONALD EDWARD,White,54,M,Murder,Injection,13,8,1997,MO
REESE ELISHA,White,,M,Murder,Hanging,7,9,1849,GA
REESE FLOYD,Black,,M,Murder,Hanging,23,5,1902,GA
REESE J. B.,Black,19,M,Rape,Electrocution,19,7,1935,GA
REESE JAMES,Black,27,M,Rape - Murder,Gas,14,2,1958,CA
REESE JOHN,Black,,M,Murder,Hanging,16,4,1920,IL
REESE PAT,White,33,M,Murder,Electrocution,4,4,1952,GA
REESE RACK,Black,55,M,Robbery - Murder,Electrocution,1,3,1935,GA
REEVES ISAAC,White,,M,Horse Stealing,Hanging,5,11,1774,SC
REEVES JEREMIAH,Black,23,M,Rape,Electrocution,28,3,1958,AL
REEVES JOHN,unknown,,M,Murder,Hanging,17,2,1905,TX
REEVES REGINALD,Black,28,M,Rape - Murder,Injection,9,5,2002,TX
REEVES SHAKESPEARE,Black,,M,Rape,Hanging,6,3,1891,DE
REEVES WILLIS,Black,20,M,Murder,Hanging,19,7,1881,AR
REGAN JOHN,White,33,M,Murder,Electrocution,10,2,1944,NY
REGAN JOSEPH,White,26,M,Robbery - Murder,Hanging,18,8,1933,CA
REGISTER GUILFORD,White,18,M,Murder,Hanging,19,4,1867,FL
REGISTER JABEL,White,35,M,Robbery - Murder,Hanging,25,2,1904,NC
REHFELD CHARLES,White,43,M,Murder,Electrocution,28,5,1921,OH
REIBALDI FRED,White,28,M,Murder,Electrocution,28,3,1938,PA
REIBLING CHRISTIAN,White,30,M,Murder,Hanging,16,5,1884,IL
REID,unknown,,M,Piracy,Hanging,23,4,1852,VA
REID ALLEN T.,Black,29,M,Burglary - Attempted Rape,Gas,9,12,1949,NC
REID CHARLES,White,,M,Murder,Hanging,21,3,1789,PA
REID CLARENCE,White,21,M,Robbery - Murder,Hanging,24,4,1925,CA
REID WILLIAM,unknown,,M,Murder,Hanging,23,2,1899,NJ
REID WILLIAM,White,,M,Murder - Burglary,Hanging,14,12,1821,VA
REILLY ALPHONSE,White,22,M,Robbery - Murder,Hanging,14,3,1930,CA
REILLY JAMES,unknown,,M,Murder,Hanging,25,4,1916,PA
REILLY JOHN,White,32,M,Robbery - Murder,Electrocution,16,9,1948,NY
REILLY MILTON,White,,M,Murder,Hanging,9,6,1839,TN
REILY LAWRENCE,White,25,M,Murder,Hanging,30,1,1852,NY
REINBOLT DONALD,White,29,M,Robbery - Murder,Electrocution,15,3,1963,OH
REINECKER CHARLES,White,20,M,Robbery - Murder,Electrocution,25,4,1921,PA
REINHARDT EDWARD,White,,M,Murder,Hanging,14,1,1881,NY
REINHARDT NICHOLAUS,White,,M,Robbery - Murder,Hanging,1,4,1842,PA
REITER JOHN,White,21,M,Robbery - Murder,Hanging,1,12,1893,OR
REMBART JIM,Black,,M,Murder,Hanging,16,6,1899,GA
REMETA DANIEL,Native Amer.,40,M,Robbery - Murder,Electrocution,31,3,1998,FL
REMINE RICHARD,White,,M,Murder,Hanging,23,2,1881,NM
REMSEN JOSHUA,unknown,,M,Robbery,Hanging,,,1795,NY
RENAH (DAWSON),Black,,F,Poisoning,Hanging,5,10,1832,VA
RENCHER JIM,Black,,M,Murder,Hanging,12,5,1893,AL
RENEAU DANIEL,White,27,M,Robbery - Murder,Injection,13,6,2002,TX
RENFRO JOHN,White,,M,Murder,Hanging,27,7,1900,TX
RENFRO STEVEN,White,40,M,Murder,Injection,9,2,1998,TX
RENNA ATURO,Hispanic,36,M,Murder,Electrocution,22,1,1942,NY
RENTERIA CARLOS,Hispanic,,M,Robbery - Murder,Hanging,28,7,1922,NM
RENTERIA EUSEBIO,Hispanic,,M,Murder,Hanging,30,6,1916,NM
RENTERIA FRANCISCO,Hispanic,,M,Murder,Hanging,31,7,1903,AZ
RENZO CARMENE,White,45,M,Murder,Hanging,27,8,1907,PA
REOS JOSEPH,White,,M,Murder,Hanging,18,6,1819,GA
REPTON BERNARD,unknown,,M,Counterfeiting,Hanging,30,4,1774,PA
RESIN (STONE),Black,,M,Murder,Hanging,29,11,1826,KY
RESNOVER GREGORY,Black,42,M,Murder,Electrocution,8,12,1994,IN
RESPUS ASBURY,Black,46,M,Rape - Murder,Electrocution,8,1,1932,NC
RESSLER FRANK,White,,M,Murder,Electrocution,18,11,1918,PA
RETKOVITZ ANTON,White,37,M,Murder,Electrocution,16,3,1916,MA
REUBEN (DENNISON),Black,,M,unknown,Hanging,1,12,1824,VA
REUBEN (HUNT),Black,,M,Murder,Hanging,3,5,1830,VA
REUBEN (JONES),Black,,M,Murder,Hanging,23,10,1857,VA
REUBEN (MASON),Black,,M,Poisoning,Hanging,30,10,1795,VA
REUBEN (MEEK),Black,,M,unknown,Hanging,24,11,1837,AL
REUBEN (PARHAM),Black,,M,Murder,Hanging,27,9,1844,AL
REUBEN (SWINNEY),Black,,M,Rape,Hanging,20,8,1819,VA
REVELL JAMES,White,,M,Housebreaking - Burglary ,Hanging,8,7,1773,VA
REVELS HENRY,Black,,M,Murder,Hanging,11,5,1883,LA
REVELS LAWRENCE,White,,M,Murder,Hanging,,11,1923,FL
REYAK BERNHARD,White,,M,Murder,Hanging,25,8,1945,KS
REYERS NARCISO,Asian - Pacific Is,34,M,Murder,Hanging,27,5,1927,HI
REYNA MARGUERITO,Hispanic,,M,Rape,Hanging,4,12,1903,TX
REYNOLDS CAESAR,White,30,M,Murder,Hanging,6,9,1833,CT
REYNOLDS CHARLES,Black,,M,Murder,Electrocution,8,2,1924,TX
REYNOLDS CHARLES,Black,,M,Robbery - Murder,Hanging,20,10,1892,NC
REYNOLDS DAVID,White,30,M,Counterfeiting,Hanging,17,9,1773,NJ
REYNOLDS DAVID,Black,,M,Murder,Electrocution,4,9,1913,SC
REYNOLDS GEORGE,Black,,M,Rape,Hanging,8,2,1910,MO
REYNOLDS GRADY,White,,M,Robbery - Murder,Hanging,17,12,1897,GA
REYNOLDS JAMES,White,24,M,Robbery - Murder,Hanging,19,11,1825,NY
REYNOLDS JIM,White,23,M,Robbery - Murder,Hanging,21,5,1886,NE
REYNOLDS JOHN,White,,M,Murder,Hanging,8,4,1870,NY
REYNOLDS REVERTIA,Black,,M,Murder,Electrocution,29,4,1921,AR
RHAD WILLIAM,White,35,M,Piracy,Hanging,19,7,1723,RI
RHAME SCIPIO,Black,,M,Murder,Hanging,5,5,1899,SC
RHEA WILLIAM,White,18,M,Robbery - Murder,Hanging,10,7,1903,NE
RHODES JASPER,Black,22,M,Murder,Hanging,22,5,1885,TX
RHODES JOHN,Black,24,M,Murder,Hanging,21,9,1877,DE
RHODES LADELL,Black,,M,Murder,Electrocution,26,6,1939,TX
RHODES RICHARD,White,29,M,Conspiracy to Murder,Electrocution,2,9,1926,OH
RHODES WALTER,White,32,M,Murder,Hanging,7,5,1940,IA
RHODES WILLIE,Black,27,M,Murder,Electrocution,30,1,1914,VA
RHODIE (WITHERSPOON),Black,,F,Murder,Hanging,,10,1861,SC
RHONE ROOSEVELT,Black,33,M,Murder,Electrocution,30,9,1957,FL
RIBARIK JAN,White,,M,Murder,Hanging,11,6,1912,PA
RICCHETTI ADAM,White,28,M,Murder,Gas,7,10,1938,MO
RICCI GEORGE,White,33,M,Murder,Electrocution,16,12,1927,NY
RICCI GIACENTO,White,35,M,Rape - Murder,Electrocution,22,12,1908,NJ
RICE ARMISTEAD,Black,,M,Murder,Hanging,18,5,1894,AL
RICE ARVIL,White,20,M,Robbery - Murder,Electrocution,7,7,1939,KY
RICE CARROLL,White,,M,Murder,Hanging,15,6,1899,MO
RICE ED,White,,M,Robbery - Murder,Hanging,30,11,1901,ID
RICE JAMES,White,,M,Robbery - Murder,Hanging,2,9,1842,PA
RICE JAMES,White,,M,Murder,Hanging,9,12,1752,PA
RICE JOHN,White,,M,Theft,Hanging,20,5,1802,GA
RICE JOHN,Black,,M,Rape,Hanging,16,9,1870,MD
RICE OSCAR,White,45,M,Murder,Electrocution,2,8,1899,NY
RICE OWEN,White,27,M,Piracy,Hanging,19,7,1723,RI
RICH DARRELL KEITH,Native Amer.,45,M,Rape - Murder,Injection,15,3,2000,CA
RICH JAMES DAVIS,White,61,M,Murder,Injection,26,3,1999,NC
RICHARD (NICHOLS),Black,,M,Poisoning,Hanging,19,4,1859,VA
RICHARD (TURNER),Black,,M,Murder,Hanging,19,11,1844,KY
RICHARD JOHN,Black,60,M,Murder,Electrocution,31,8,1943,LA
RICHARDS BOB,Black,,M,Rioting,Hanging,8,1,1892,GA
RICHARDS HENERY,Black,,M,Murder,Hanging,9,4,1858,PA
RICHARDS HENRY,Black,,M,Murder,Hanging,16,2,1912,FL
RICHARDS NIMROD,Black,,M,Murder,Hanging,12,8,1870,MD
RICHARDS SAMUEL,White,23,M,Robbery - Murder,Hanging,15,1,1879,NE
RICHARDS STEVEN,White,,M,Murder,Hanging,11,1,1884,CA
RICHARDSON BEN,White,19,M,Murder,Electrocution,2,2,1923,AR
RICHARDSON BERRY,Black,,M,Murder,Electrocution,26,9,1930,NC
RICHARDSON COLUMBUS,Black,27,M,Murder,Electrocution,20,1,1941,KY
RICHARDSON CURTIS,White,,M,Murder,Hanging,1,11,1854,KY
RICHARDSON DUNCAN,White,29,M,Murder,Electrocution,2,2,1923,AR
RICHARDSON FRANK,Black,29,M,Murder,Hanging,9,7,1912,AL
RICHARDSON HERBERT,Black,43,M,Murder,Electrocution,18,8,1989,AL
RICHARDSON ISAAC,Black,28,M,Robbery - Murder,Electrocution,8,1,1942,NY
RICHARDSON JAMES DAVIS,Black,32,M,Robbery - Murder,Injection,23,5,2000,TX
RICHARDSON JIM,Black,,M,unknown,Hanging,27,9,1867,AL
RICHARDSON JIMMIE,Black,47,M,Murder,Electrocution,3,11,1950,GA
RICHARDSON JIMMY,Black,,M,Rape,Electrocution,24,6,1954,TX
RICHARDSON JOHN,White,,M,Murder,Hanging,12,11,1830,IN
RICHARDSON JOHN,White,22,M,Murder,Electrocution,26,5,1930,OH
RICHARDSON LOUIS,Black,,M,Robbery - Murder,Hanging,7,1,1898,LA
RICHARDSON MIGUEL,Black,46,M,Murder,Injection,26,6,2001,TX
RICHARDSON ROBERT,Black,,M,Robbery - Murder,Hanging,29,6,1906,AL
RICHARDSON ROYCE,Black,32,M,Robbery - Murder,Electrocution,1,7,1921,OH
RICHARDSON SILAS,Black,,M,Murder,Hanging,27,4,1929,MS
RICHARDSON STEPHEN,Black,,M,Murder,Hanging,3,9,1880,NC
RICHARDSON THOMAS,White,,M,Housebreaking - Burglary ,Hanging,2,10,1784,PA
RICHARDSON TOM,Black,,M,Robbery - Murder,Electrocution,6,6,1934,SC
RICHARDSON VIRGIL,Black,29,M,Murder,Electrocution,20,11,1958,NY
RICHARDSON WILLARD,White,29,M,Murder,Electrocution,19,4,1912,KY
RICHARDSON WILLIAM,White,,M,Espionage,Hanging,5,7,1863,MD
RICHARDSON WILLIE,Black,19,M,Housebreaking - Burglary ,Gas,27,10,1939,NC
RICHESON CLARENCE,White,36,M,Murder,Electrocution,21,5,1912,MA
RICHEY LAFAYETTE,Black,,M,Murder,Hanging,9,5,1894,TN
RICHLEY DARRYL V.,White,43,M,Robbery - Murder,Injection,3,8,1994,AR
RICHMAN JOSEPH,Black,,M,Murder,Hanging,3,12,1913,SD
RICHMOND JOHN,White,,M,Murder,Hanging,31,7,1839,AR
RICKEY JOHN,White,,M,Desertion,Shot,15,12,1812,PA
RICKMAN J. W.,White,22,M,Murder,Electrocution,18,3,1940,TX
RICKS THURMAN,Black,26,M,Murder,Hanging,2,2,1934,MS
RICO PEDRO,Hispanic,36,M,Murder,Hanging,19,9,1919,CA
RIDDICK PETER,unknown,,M,Murder,Hanging,23,7,1869,VA
RIDDICK SAM,Black,32,M,Murder,Electrocution,25,6,1923,VA
RIDER GEORGE,White,,M,Murder,Hanging,13,7,1888,MO
RIESBURG ALBERT,White,,M,Murder,Hanging,25,4,1856,CA
RIFE HARRY,White,38,M,Murder,Electrocution,19,1,1910,OH
RIGGIN JOHN,White,,M,Housebreaking - Burglary,Hanging,22,4,1808,MD
RIGGS CHRISTINA MARIE,White,28,F,Murder,Injection,2,5,2000,AR
RIGGS JAMES,Black,,M,Murder,Hanging,13,8,1847,PA
RIGGS JOHN,White,24,M,Murder,Electrocution,5,3,1934,PA
RIGHTHOUSE ROY,White,27,M,Rape - Murder,Hanging,18,2,1938,CA
RIGHTSELL NATHAN,White,27,M,Murder,Electrocution,24,2,1933,OK
RIKTERAITIS MATIJINS,White,29,M,Murder,Hanging,8,5,1914,CT
RILES JOSHUA,Black,31,M,Rape,Electrocution,24,7,1931,TX
RILEY,Native Amer.,,M,Murder,Shot,,10,1821,GA
RILEY ALICE,White,,F,Murder,Hanging,19,1,1735,GA
RILEY BUN,White,29,M,Murder,Electrocution,20,9,1935,OK
RILEY EDWARD,unknown,,M,Robbery - Murder,Electrocution,20,6,1941,IL
RILEY HENRY,Black,,M,Murder,Electrocution,7,12,1945,LA
RILEY JOHN,White,,M,Unspecified Felony ,Hanging,6,11,1766,NC
RILEY LEANDRESS,Black,32,M,Robbery - Murder,Gas,20,2,1953,CA
RILEY THOMAS,White,27,M,Robbery - Murder,Shot,24,10,1912,UT
RILEY WALTER,Black,,M,unknown,Hanging,7,12,1877,MS
RILEY WILLIE,Black,,M,Murder,Electrocution,12,4,1946,AR
RIMIERI FRANK,White,23,M,Murder,Electrocution,20,2,1905,NY
RINCON ALFONSE,Hispanic,24,M,Robbery - Murder,Hanging,8,10,1926,CA
RINEY JOHN,Black,,M,Rape,Electrocution,20,6,1941,AR
RING ROSARIO,Hispanic,,M,Murder,Hanging,24,9,1896,NM
RINGER NED,Black,,M,Murder,Hanging,15,12,1911,AR
RINI JOSEPH,White,,M,Murder,Hanging,9,5,1924,LA
RINKARD JOHN,White,63,M,Murder,Hanging,17,1,1902,IN
RIO GRANT,White,29,M,Murder,Hanging,10,12,1951,WA
RIORDAN JOSEPH,White,26,M,Murder,Electrocution,11,6,1942,NY
RIOS FELIPE,Asian - Pacific Is,27,M,Robbery - Murder,Electrocution,3,5,1955,NJ
RIPPY WALTER,Black,24,M,Robbery - Murder,Hanging,13,7,1934,CA
RISER RICHARD,White,33,M,Robbery - Murder,Gas,22,5,1959,CA
RITCHIE FRED,White,32,M,Murder,Electrocution,10,8,1937,TN
RITTER WAYNE,White,33,M,Robbery - Murder,Electrocution,28,8,1987,AL
RITTGER RONALD,White,25,M,Murder,Gas,29,6,1961,CA
RIVERA JUAN,Hispanic,25,M,Rape,Electrocution,23,6,1936,TX
RIVERA MARCELO,Asian - Pacific Is,23,M,Murder,Hanging,27,5,1927,HI
RIVERS ALBERT,Black,41,M,Rape,Electrocution,5,4,1935,GA
RIVERS BENJAMIN,Black,46,M,Murder,Electrocution,29,4,1938,SC
RIVERS SAM,Black,,M,Robbery - Murder,Hanging,31,3,1899,AL
RIVET NAPOLEON,White,32,M,Murder,Electrocution,28,7,1910,MA
RIZZIO TEODORO,White,35,M,Rape - Murder,Electrocution,22,11,1909,NY
RIZZOLA MICHAEL,White,23,M,Robbery - Murder,Hanging,25,6,1889,PA
ROACH DORAN,Black,27,M,Robbery - Murder,Electrocution,22,3,1938,NJ
ROACH LEWIS,White,40,M,Murder,Electrocution,3,9,1915,NY
ROACH PETER,White,,M,Piracy,Hanging,30,6,1704,MA
ROACH RICHARD,unknown,,M,Housebreaking - Burglary ,Hanging,,,1787,NY
ROACH STEVEN EDWARD,White,23,M,Robbery - Murder,Injection,13,1,2000,VA
ROACH TERRY,White,25,M,Murder - Rape - Robbery,Electrocution,10,11,1986,SC
ROAN JOHN,Black,28,M,Rape,Hanging,19,4,1902,TX
ROARITY JAMES,White,,M,Conspiracy  to Murder,Hanging,21,6,1877,PA
ROBBINS JAMES,White,,M,Piracy,Hanging,8,11,1718,SC
ROBBINS UZZA,unknown,,M,Murder,Hanging,30,8,1850,PA
ROBEDEAUX JAMES GLENN,Native Amer.,51,M,Murder,Injection,1,6,2000,OK
ROBERSON BRIAN KEITH,Black,36,M,Murder - Burglary,Injection,9,8,2000,TX
ROBERSON HOWARD,White,,M,Robbery - Murder,Hanging,29,1,1926,LA
ROBERSON LEWELLEN,Black,,M,Murder,Hanging,13,6,1884,AL
ROBERSON MONROE,White,47,M,Murder,Hanging,25,8,1880,OH
ROBERSON MOSES,Black,,M,Murder,Hanging,4,4,1902,FL
ROBERSON TOM,White,,M,Murder,Hanging,17,12,1909,AL
ROBERSON WALTER,Black,42,M,Murder,Electrocution,23,3,1942,FL
ROBERSON WILLIAM,White,,M,Murder,Hanging,,11,1856,MS
